Year,State,Industry Sector Category,Residential,Commercial,Industrial,Transportation,Other,Total
2015,ND,Total Electric Industry,9.62,8.83,8.07,0.00,NA,8.75
2015,NE,Total Electric Industry,10.60,8.67,7.59,0.00,NA,8.91
2015,NH,Total Electric Industry,18.50,14.96,12.74,0.00,NA,16.02
2015,NJ,Total Electric Industry,15.81,12.79,10.64,10.25,NA,13.74
2015,NM,Total Electric Industry,12.47,10.30,6.33,0.00,NA,9.62
2015,NV,Total Electric Industry,12.76,9.25,6.75,9.11,NA,9.48
2015,NY,Total Electric Industry,18.54,15.31,6.31,12.95,NA,15.28
2015,OH,Total Electric Industry,12.80,10.07,7.02,7.69,NA,9.98
2015,OK,Total Electric Industry,10.14,7.68,5.35,0.00,NA,7.90
2015,OR,Total Electric Industry,10.66,8.80,5.97,9.14,NA,8.75
2015,PA,Total Electric Industry,13.64,9.60,7.20,7.82,NA,10.31
2015,RI,Total Electric Industry,19.29,15.78,13.76,18.54,NA,17.01
2015,SC,Total Electric Industry,12.57,10.21,6.05,0.00,NA,9.58
2015,SD,Total Electric Industry,11.08,9.16,7.37,0.00,NA,9.47
2015,TN,Total Electric Industry,10.30,10.16,6.17,0.00,NA,9.30
2015,TX,Total Electric Industry,11.56,8.15,5.59,5.34,NA,8.70
2015,UT,Total Electric Industry,10.88,8.62,6.17,10.05,NA,8.54
2015,VA,Total Electric Industry,11.37,8.21,6.95,8.11,NA,9.31
2015,VT,Total Electric Industry,17.09,14.54,10.27,0.00,NA,14.41
2015,WA,Total Electric Industry,9.09,8.22,4.35,8.18,NA,7.40
2015,WI,Total Electric Industry,14.11,10.89,7.58,14.66,NA,10.73
2015,WV,Total Electric Industry,10.08,8.61,6.09,0.00,NA,8.11
2015,WY,Total Electric Industry,10.97,9.12,6.76,0.00,NA,7.97
2015,US,Total Electric Industry,12.65,10.64,6.91,10.09,NA,10.41
2015,AK,Full-Service Providers,19.83,17.44,14.53,0.00,NA,17.59
2015,AL,Full-Service Providers,11.70,10.83,6.03,0.00,NA,9.33
2015,AR,Full-Service Providers,9.82,8.32,6.23,11.21,NA,8.19
2015,AZ,Full-Service Providers,12.13,10.39,6.26,9.40,NA,10.34
2015,CA,Full-Service Providers,16.97,16.25,12.90,11.20,NA,15.91
2015,CO,Full-Service Providers,12.12,9.88,7.40,10.08,NA,9.94
2015,CT,Full-Service Providers,20.38,16.56,11.29,0.00,NA,18.77
2015,DC,Full-Service Providers,12.30,12.23,0.00,0.00,NA,12.27
2015,DE,Full-Service Providers,13.29,12.26,9.96,0.00,NA,12.62
2015,FL,Full-Service Providers,11.58,9.50,8.22,8.92,NA,10.49
2015,GA,Full-Service Providers,11.54,9.89,5.87,5.27,NA,9.62
2015,HI,Full-Service Providers,29.60,26.93,23.06,0.00,NA,26.17
2015,IA,Full-Service Providers,11.63,8.92,5.90,0.00,NA,8.35
2015,ID,Full-Service Providers,9.93,7.80,6.60,0.00,NA,8.09
2015,IL,Full-Service Providers,12.55,10.05,6.66,0.00,NA,10.83
2015,IN,Full-Service Providers,11.57,9.78,6.86,9.92,NA,8.99
2015,KS,Full-Service Providers,12.34,10.10,7.61,0.00,NA,10.14
2015,KY,Full-Service Providers,10.24,9.44,5.48,0.00,NA,8.14
2015,LA,Full-Service Providers,9.33,8.66,5.41,8.28,NA,7.65
2015,MA,Full-Service Providers,19.40,16.71,13.21,23.64,NA,17.88
2015,MD,Full-Service Providers,13.43,12.05,9.71,0.00,NA,13.03
2015,ME,Full-Service Providers,14.84,12.27,10.17,0.00,NA,13.85
2015,MI,Full-Service Providers,14.42,10.96,7.32,11.44,NA,11.20
2015,MN,Full-Service Providers,12.12,9.44,7.02,9.50,NA,9.53
2015,MO,Full-Service Providers,11.21,9.16,6.44,8.36,NA,9.44
2015,MS,Full-Service Providers,11.27,10.55,6.56,0.00,NA,9.53
2015,MT,Full-Service Providers,10.88,10.36,7.41,0.00,NA,10.09
2015,NC,Full-Service Providers,11.28,8.73,6.51,7.90,NA,9.37
2015,ND,Full-Service Providers,9.62,8.83,8.07,0.00,NA,8.75
2015,NE,Full-Service Providers,10.60,8.67,7.59,0.00,NA,8.91
2015,NH,Full-Service Providers,18.62,18.20,19.43,0.00,NA,18.54
2015,NJ,Full-Service Providers,15.61,13.02,8.11,9.05,NA,14.48
2015,NM,Full-Service Providers,12.47,10.30,6.33,0.00,NA,9.62
2015,NV,Full-Service Providers,12.76,9.52,7.11,9.11,NA,9.79
2015,NY,Full-Service Providers,17.80,16.72,6.16,13.19,NA,16.88
2015,OH,Full-Service Providers,12.77,11.22,7.52,11.11,NA,11.24
2015,OK,Full-Service Providers,10.14,7.68,5.35,0.00,NA,7.90
2015,OR,Full-Service Providers,10.66,8.88,6.04,9.14,NA,8.87
2015,PA,Full-Service Providers,13.16,11.46,8.48,0.00,NA,12.54
2015,RI,Full-Service Providers,19.20,17.79,17.09,0.00,NA,18.65
2015,SC,Full-Service Providers,12.57,10.21,6.05,0.00,NA,9.58
2015,SD,Full-Service Providers,11.08,9.16,7.37,0.00,NA,9.47
2015,TN,Full-Service Providers,10.30,10.16,6.17,0.00,NA,9.30
2015,TX,Full-Service Providers,11.56,8.15,5.59,5.34,NA,8.70
2015,UT,Full-Service Providers,10.88,8.62,6.17,10.05,NA,8.54
2015,VA,Full-Service Providers,11.37,8.22,6.94,8.11,NA,9.31
2015,VT,Full-Service Providers,17.09,14.54,10.27,0.00,NA,14.41
2015,WA,Full-Service Providers,9.09,8.23,4.39,8.18,NA,7.48
2015,WI,Full-Service Providers,14.11,10.89,7.58,14.66,NA,10.73
2015,WV,Full-Service Providers,10.08,8.61,6.09,0.00,NA,8.11
2015,WY,Full-Service Providers,10.97,9.12,6.76,0.00,NA,7.97
2015,US,Full-Service Providers,12.45,10.39,6.80,9.71,NA,10.33
2015,CA,Restructured Retail Service Providers,17.85,12.50,9.21,6.21,NA,11.55
2015,CT,Restructured Retail Service Providers,21.97,15.77,13.48,13.18,NA,17.04
2015,DC,Restructured Retail Service Providers,15.27,11.96,8.78,9.00,NA,11.98
2015,DE,Restructured Retail Service Providers,15.20,8.85,7.29,0.00,NA,8.80
2015,IL,Restructured Retail Service Providers,12.45,8.56,6.67,6.81,NA,8.70
2015,MA,Restructured Retail Service Providers,21.28,15.41,13.77,7.76,NA,15.99
2015,MD,Restructured Retail Service Providers,15.24,10.68,8.36,8.34,NA,11.21
2015,ME,Restructured Retail Service Providers,18.69,12.63,8.96,0.00,NA,11.79
2015,MI,Restructured Retail Service Providers,12.47,7.12,5.61,0.00,NA,6.27
2015,MT,Restructured Retail Service Providers,11.67,5.76,3.78,0.00,NA,3.88
2015,NH,Restructured Retail Service Providers,17.92,12.68,11.29,0.00,NA,13.05
2015,NJ,Restructured Retail Service Providers,17.14,12.68,11.29,10.30,NA,12.91
2015,NV,Restructured Retail Service Providers,0.00,6.92,3.25,0.00,NA,4.83
2015,NY,Restructured Retail Service Providers,21.74,14.61,6.34,12.92,NA,13.83
2015,OH,Restructured Retail Service Providers,12.84,9.72,6.87,7.35,NA,9.30
2015,OR,Restructured Retail Service Providers,0.00,6.98,5.34,0.00,NA,5.91
2015,PA,Restructured Retail Service Providers,14.51,9.03,7.12,7.82,NA,9.23
2015,RI,Restructured Retail Service Providers,20.30,14.42,12.72,18.54,NA,14.61
2015,VA,Restructured Retail Service Providers,0.00,6.34,8.88,0.00,NA,6.95
2015,WA,Restructured Retail Service Providers,0.00,4.06,3.83,0.00,NA,3.83
2015,US,Restructured Retail Service Providers,15.35,11.62,7.38,10.20,NA,10.87
2015,CA,Energy-Only Providers,7.78,5.89,4.90,5.08,NA,5.64
2015,CT,Energy-Only Providers,11.76,8.93,8.36,9.23,NA,9.60
2015,DC,Energy-Only Providers,11.06,7.74,7.42,5.93,NA,7.89
2015,DE,Energy-Only Providers,10.32,6.90,6.50,0.00,NA,7.03
2015,IL,Energy-Only Providers,6.60,5.97,5.43,5.35,NA,5.90
2015,MA,Energy-Only Providers,13.01,9.42,8.91,6.93,NA,9.89
2015,MD,Energy-Only Providers,10.32,7.51,6.42,6.79,NA,7.89
2015,ME,Energy-Only Providers,10.73,8.08,6.78,0.00,NA,7.86
2015,MI,Energy-Only Providers,6.15,5.56,4.93,0.00,NA,5.21
2015,MT,Energy-Only Providers,6.67,3.46,3.28,0.00,NA,3.29
2015,NH,Energy-Only Providers,11.32,8.31,8.16,0.00,NA,8.73
2015,NJ,Energy-Only Providers,12.41,8.52,7.61,7.70,NA,8.78
2015,NV,Energy-Only Providers,0.00,6.64,3.11,0.00,NA,4.63
2015,NY,Energy-Only Providers,11.19,7.83,4.56,7.58,NA,7.61
2015,OH,Energy-Only Providers,6.92,5.82,5.25,5.01,NA,5.85
2015,OR,Energy-Only Providers,0.00,4.26,3.87,0.00,NA,4.00
2015,PA,Energy-Only Providers,8.94,6.96,6.22,6.37,NA,7.01
2015,RI,Energy-Only Providers,12.14,8.74,7.87,10.58,NA,8.86
2015,VA,Energy-Only Providers,0.00,5.73,8.29,0.00,NA,6.34
2015,WA,Energy-Only Providers,0.00,3.27,3.34,0.00,NA,3.33
2015,US,Energy-Only Providers,8.76,7.24,5.68,6.92,NA,6.99
2015,CA,Delivery-Only Service,10.07,6.61,4.30,1.13,NA,5.91
2015,CT,Delivery-Only Service,10.21,6.83,5.12,3.94,NA,7.44
2015,DC,Delivery-Only Service,4.21,4.23,1.37,3.07,NA,4.09
2015,DE,Delivery-Only Service,4.88,1.94,0.79,0.00,NA,1.77
2015,IL,Delivery-Only Service,5.84,2.58,1.23,1.45,NA,2.80
2015,MA,Delivery-Only Service,8.27,5.99,4.86,0.83,NA,6.10
2015,MD,Delivery-Only Service,4.92,3.17,1.94,1.55,NA,3.33
2015,ME,Delivery-Only Service,7.95,4.56,2.18,0.00,NA,3.93
2015,MI,Delivery-Only Service,6.31,1.55,0.68,0.00,NA,1.06
2015,MT,Delivery-Only Service,5.00,2.30,0.50,0.00,NA,0.59
2015,NH,Delivery-Only Service,6.60,4.37,3.13,0.00,NA,4.32
2015,NJ,Delivery-Only Service,4.73,4.16,3.68,2.60,NA,4.13
2015,NV,Delivery-Only Service,0.00,0.28,0.13,0.00,NA,0.20
2015,NY,Delivery-Only Service,10.55,6.77,1.77,5.34,NA,6.23
2015,OH,Delivery-Only Service,5.92,3.90,1.61,2.34,NA,3.46
2015,OR,Delivery-Only Service,0.00,2.72,1.47,0.00,NA,1.90
2015,PA,Delivery-Only Service,5.57,2.07,0.91,1.45,NA,2.22
2015,RI,Delivery-Only Service,8.16,5.68,4.86,7.95,NA,5.75
2015,VA,Delivery-Only Service,0.00,0.61,0.60,0.00,NA,0.61
2015,WA,Delivery-Only Service,0.00,0.79,0.49,0.00,NA,0.50
2015,US,Delivery-Only Service,6.59,4.38,1.70,3.28,NA,3.88
2014,AK,Total Electric Industry,19.14,17.09,15.66,0.00,NA,17.46
2014,AL,Total Electric Industry,11.48,10.79,6.15,0.00,NA,9.27
2014,AR,Total Electric Industry,9.51,8.05,6.02,11.35,NA,7.90
2014,AZ,Total Electric Industry,11.90,10.13,6.46,0.00,NA,10.18
2014,CA,Total Electric Industry,16.25,15.62,12.34,8.90,NA,15.15
2014,CO,Total Electric Industry,12.18,10.08,7.47,10.79,NA,10.06
2014,CT,Total Electric Industry,19.75,15.55,12.92,13.08,NA,17.05
2014,DC,Total Electric Industry,12.74,12.19,8.41,8.80,NA,12.11
2014,DE,Total Electric Industry,13.29,10.50,8.58,0.00,NA,11.22
2014,FL,Total Electric Industry,11.89,9.87,7.90,9.25,NA,10.77
2014,GA,Total Electric Industry,11.65,10.36,6.64,6.98,NA,10.03
2014,HI,Total Electric Industry,37.04,34.21,30.22,0.00,NA,33.43
2014,IA,Total Electric Industry,11.16,8.67,5.71,0.00,NA,8.15
2014,ID,Total Electric Industry,9.72,7.78,6.40,0.00,NA,7.93
2014,IL,Total Electric Industry,11.91,9.26,6.85,6.85,NA,9.36
2014,IN,Total Electric Industry,11.46,9.96,6.97,10.20,NA,9.06
2014,KS,Total Electric Industry,12.17,10.13,7.80,0.00,NA,10.16
2014,KY,Total Electric Industry,10.16,9.44,5.68,0.00,NA,8.15
2014,LA,Total Electric Industry,9.57,9.10,6.05,9.27,NA,8.09
2014,MA,Total Electric Industry,17.39,14.68,12.74,8.76,NA,15.35
2014,MD,Total Electric Industry,13.63,11.15,9.04,8.50,NA,12.10
2014,ME,Total Electric Industry,15.27,12.70,8.95,0.00,NA,12.65
2014,MI,Total Electric Industry,14.46,10.87,7.68,9.43,NA,11.03
2014,MN,Total Electric Industry,12.01,9.85,6.72,9.79,NA,9.52
2014,MO,Total Electric Industry,10.64,8.90,6.36,7.81,NA,9.11
2014,MS,Total Electric Industry,11.32,10.76,6.60,0.00,NA,9.60
2014,MT,Total Electric Industry,10.18,9.64,5.49,0.00,NA,8.59
2014,NC,Total Electric Industry,11.10,8.75,6.50,7.84,NA,9.33
2014,ND,Total Electric Industry,9.15,8.79,7.62,0.00,NA,8.41
2014,NE,Total Electric Industry,10.40,8.73,7.47,0.00,NA,8.84
2014,NH,Total Electric Industry,17.53,14.34,11.93,0.00,NA,15.22
2014,NJ,Total Electric Industry,15.78,13.15,11.38,10.43,NA,13.95
2014,NM,Total Electric Industry,12.28,10.27,6.61,0.00,NA,9.65
2014,NV,Total Electric Industry,12.93,9.47,7.12,9.25,NA,9.73
2014,NY,Total Electric Industry,20.07,16.12,6.58,13.82,NA,16.25
2014,OH,Total Electric Industry,12.50,9.83,6.77,8.78,NA,9.73
2014,OK,Total Electric Industry,10.03,8.09,5.85,0.00,NA,8.18
2014,OR,Total Electric Industry,10.47,8.75,5.97,9.21,NA,8.68
2014,PA,Total Electric Industry,13.32,9.73,7.41,7.65,NA,10.28
2014,RI,Total Electric Industry,17.17,14.56,12.86,14.89,NA,15.41
2014,SC,Total Electric Industry,12.45,10.28,6.29,0.00,NA,9.67
2014,SD,Total Electric Industry,10.47,8.89,6.99,0.00,NA,9.05
2014,TN,Total Electric Industry,10.32,10.38,6.40,8.57,NA,9.40
2014,TX,Total Electric Industry,11.86,8.16,6.16,5.17,NA,8.94
2014,UT,Total Electric Industry,10.65,8.53,6.08,10.34,NA,8.35
2014,VA,Total Electric Industry,11.10,8.15,6.89,8.24,NA,9.17
2014,VT,Total Electric Industry,17.47,14.56,10.23,0.00,NA,14.57
2014,WA,Total Electric Industry,8.67,7.97,4.32,8.48,NA,7.13
2014,WI,Total Electric Industry,13.67,10.77,7.52,0.00,NA,10.57
2014,WV,Total Electric Industry,9.34,7.99,5.87,0.00,NA,7.65
2014,WY,Total Electric Industry,10.50,8.88,6.61,0.00,NA,7.76
2014,US,Total Electric Industry,12.52,10.74,7.10,10.45,NA,10.44
2014,AK,Full-Service Providers,19.14,17.09,15.66,0.00,NA,17.46
2014,AL,Full-Service Providers,11.48,10.79,6.15,0.00,NA,9.27
2014,AR,Full-Service Providers,9.51,8.05,6.02,11.35,NA,7.90
2014,AZ,Full-Service Providers,11.90,10.13,6.46,0.00,NA,10.18
2014,CA,Full-Service Providers,16.24,16.04,12.81,10.75,NA,15.52
2014,CO,Full-Service Providers,12.18,10.08,7.47,10.79,NA,10.06
2014,CT,Full-Service Providers,18.57,15.40,11.88,14.22,NA,17.06
2014,DC,Full-Service Providers,12.49,12.24,0.00,0.00,NA,12.38
2014,DE,Full-Service Providers,13.15,11.57,9.97,0.00,NA,12.36
2014,FL,Full-Service Providers,11.89,9.87,7.90,9.25,NA,10.77
2014,GA,Full-Service Providers,11.65,10.36,6.64,6.98,NA,10.03
2014,HI,Full-Service Providers,37.04,34.21,30.22,0.00,NA,33.43
2014,IA,Full-Service Providers,11.16,8.67,5.71,0.00,NA,8.15
2014,ID,Full-Service Providers,9.72,7.78,6.40,0.00,NA,7.93
2014,IL,Full-Service Providers,11.86,10.03,6.98,0.00,NA,10.41
2014,IN,Full-Service Providers,11.46,9.96,6.97,10.20,NA,9.06
2014,KS,Full-Service Providers,12.17,10.13,7.80,0.00,NA,10.16
2014,KY,Full-Service Providers,10.16,9.44,5.68,0.00,NA,8.15
2014,LA,Full-Service Providers,9.57,9.10,6.05,9.27,NA,8.09
2014,MA,Full-Service Providers,17.08,15.27,12.79,20.11,NA,16.01
2014,MD,Full-Service Providers,13.28,12.19,9.65,0.00,NA,12.91
2014,ME,Full-Service Providers,14.27,12.08,10.43,0.00,NA,12.86
2014,MI,Full-Service Providers,14.46,11.27,8.14,9.43,NA,11.58
2014,MN,Full-Service Providers,12.01,9.85,6.72,9.79,NA,9.52
2014,MO,Full-Service Providers,10.64,8.90,6.36,7.81,NA,9.11
2014,MS,Full-Service Providers,11.32,10.76,6.60,0.00,NA,9.60
2014,MT,Full-Service Providers,10.18,9.74,7.15,0.00,NA,9.54
2014,NC,Full-Service Providers,11.10,8.75,6.50,7.84,NA,9.33
2014,ND,Full-Service Providers,9.15,8.79,7.62,0.00,NA,8.41
2014,NE,Full-Service Providers,10.40,8.73,7.47,0.00,NA,8.84
2014,NH,Full-Service Providers,17.93,17.05,19.80,0.00,NA,17.76
2014,NJ,Full-Service Providers,15.37,13.30,9.18,0.00,NA,14.45
2014,NM,Full-Service Providers,12.28,10.27,6.61,0.00,NA,9.65
2014,NV,Full-Service Providers,12.93,9.75,7.37,9.25,NA,9.99
2014,NY,Full-Service Providers,19.52,18.22,7.40,15.61,NA,18.45
2014,OH,Full-Service Providers,12.87,11.64,7.36,12.49,NA,11.25
2014,OK,Full-Service Providers,10.03,8.09,5.85,0.00,NA,8.18
2014,OR,Full-Service Providers,10.47,8.80,5.93,9.21,NA,8.76
2014,PA,Full-Service Providers,12.83,11.24,9.25,0.00,NA,12.26
2014,RI,Full-Service Providers,17.10,15.52,14.86,0.00,NA,16.38
2014,SC,Full-Service Providers,12.45,10.28,6.29,0.00,NA,9.67
2014,SD,Full-Service Providers,10.47,8.89,6.99,0.00,NA,9.05
2014,TN,Full-Service Providers,10.32,10.38,6.40,8.57,NA,9.40
2014,TX,Full-Service Providers,11.86,8.16,6.16,5.17,NA,8.94
2014,UT,Full-Service Providers,10.65,8.53,6.08,10.34,NA,8.35
2014,VA,Full-Service Providers,11.10,8.15,6.89,8.24,NA,9.17
2014,VT,Full-Service Providers,17.47,14.56,10.23,0.00,NA,14.57
2014,WA,Full-Service Providers,8.67,7.97,4.32,8.48,NA,7.19
2014,WI,Full-Service Providers,13.67,10.77,7.52,0.00,NA,10.57
2014,WV,Full-Service Providers,9.34,7.99,5.87,0.00,NA,7.65
2014,WY,Full-Service Providers,10.50,8.88,6.61,0.00,NA,7.76
2014,US,Full-Service Providers,12.34,10.51,7.02,10.49,NA,10.37
2014,CA,Restructured Retail Service Providers,17.06,12.78,10.41,6.52,NA,11.89
2014,CT,Restructured Retail Service Providers,21.64,15.61,13.37,12.36,NA,17.03
2014,DC,Restructured Retail Service Providers,14.02,12.19,8.41,8.80,NA,12.01
2014,DE,Restructured Retail Service Providers,15.10,9.81,7.83,0.00,NA,9.49
2014,IL,Restructured Retail Service Providers,11.96,8.92,6.83,6.85,NA,8.89
2014,MA,Restructured Retail Service Providers,19.02,14.34,12.71,8.76,NA,14.57
2014,MD,Restructured Retail Service Providers,14.75,10.79,8.91,8.50,NA,11.36
2014,ME,Restructured Retail Service Providers,15.29,12.71,8.93,0.00,NA,12.65
2014,MI,Restructured Retail Service Providers,14.07,7.62,6.09,0.00,NA,6.64
2014,MT,Restructured Retail Service Providers,10.00,6.03,4.32,0.00,NA,4.40
2014,NH,Restructured Retail Service Providers,15.83,12.28,10.19,0.00,NA,12.22
2014,NJ,Restructured Retail Service Providers,17.86,13.08,11.95,10.43,NA,13.46
2014,NV,Restructured Retail Service Providers,0.00,7.19,4.26,0.00,NA,5.65
2014,NY,Restructured Retail Service Providers,22.28,15.03,6.40,13.55,NA,14.27
2014,OH,Restructured Retail Service Providers,12.03,9.28,6.56,8.41,NA,8.89
2014,OR,Restructured Retail Service Providers,0.00,7.74,6.34,0.00,NA,6.86
2014,PA,Restructured Retail Service Providers,14.11,9.25,7.30,7.65,NA,9.36
2014,RI,Restructured Retail Service Providers,18.28,13.51,11.97,14.89,NA,13.50
2014,VA,Restructured Retail Service Providers,0.00,8.21,8.15,0.00,NA,8.20
2014,WA,Restructured Retail Service Providers,0.00,0.00,4.42,0.00,NA,4.42
2014,US,Restructured Retail Service Providers,14.70,11.69,7.48,10.44,NA,10.87
2014,CA,Energy-Only Providers,7.94,6.49,6.11,5.39,NA,6.37
2014,CT,Energy-Only Providers,11.79,8.52,8.11,8.25,NA,9.42
2014,DC,Energy-Only Providers,10.06,8.06,7.04,5.71,NA,8.02
2014,DE,Energy-Only Providers,10.12,7.65,7.05,0.00,NA,7.62
2014,IL,Energy-Only Providers,6.77,6.57,5.72,5.57,NA,6.29
2014,MA,Energy-Only Providers,10.71,8.40,7.90,7.90,NA,8.60
2014,MD,Energy-Only Providers,10.15,7.76,7.04,7.03,NA,8.16
2014,ME,Energy-Only Providers,7.41,7.67,6.69,0.00,NA,7.29
2014,MI,Energy-Only Providers,7.26,5.54,5.39,0.00,NA,5.44
2014,MT,Energy-Only Providers,4.29,3.72,3.81,0.00,NA,3.80
2014,NH,Energy-Only Providers,9.60,8.05,7.19,0.00,NA,8.04
2014,NJ,Energy-Only Providers,13.06,8.71,8.19,7.60,NA,9.15
2014,NV,Energy-Only Providers,0.00,6.88,4.13,0.00,NA,5.43
2014,NY,Energy-Only Providers,12.02,8.39,4.68,8.43,NA,8.15
2014,OH,Energy-Only Providers,6.51,5.65,5.10,6.57,NA,5.65
2014,OR,Energy-Only Providers,0.00,4.74,4.62,0.00,NA,4.66
2014,PA,Energy-Only Providers,9.13,7.32,6.53,6.37,NA,7.32
2014,RI,Energy-Only Providers,10.39,7.90,7.56,7.79,NA,8.00
2014,VA,Energy-Only Providers,0.00,7.42,7.62,0.00,NA,7.46
2014,WA,Energy-Only Providers,0.00,0.00,3.97,0.00,NA,3.97
2014,US,Energy-Only Providers,8.59,7.43,5.90,7.31,NA,7.15
2014,CA,Delivery-Only Service,9.12,6.29,4.30,1.13,NA,5.52
2014,CT,Delivery-Only Service,9.85,7.09,5.26,4.11,NA,7.61
2014,DC,Delivery-Only Service,3.96,4.13,1.37,3.09,NA,4.00
2014,DE,Delivery-Only Service,4.98,2.16,0.78,0.00,NA,1.87
2014,IL,Delivery-Only Service,5.19,2.35,1.10,1.28,NA,2.60
2014,MA,Delivery-Only Service,8.31,5.94,4.81,0.85,NA,5.97
2014,MD,Delivery-Only Service,4.60,3.03,1.87,1.47,NA,3.20
2014,ME,Delivery-Only Service,7.88,5.04,2.24,0.00,NA,5.35
2014,MI,Delivery-Only Service,6.82,2.08,0.70,0.00,NA,1.19
2014,MT,Delivery-Only Service,5.71,2.31,0.51,0.00,NA,0.60
2014,NH,Delivery-Only Service,6.23,4.24,3.00,0.00,NA,4.18
2014,NJ,Delivery-Only Service,4.80,4.37,3.77,2.83,NA,4.31
2014,NV,Delivery-Only Service,0.00,0.30,0.14,0.00,NA,0.22
2014,NY,Delivery-Only Service,10.25,6.64,1.71,5.12,NA,6.12
2014,OH,Delivery-Only Service,5.53,3.63,1.46,1.84,NA,3.25
2014,OR,Delivery-Only Service,0.00,3.00,1.72,0.00,NA,2.20
2014,PA,Delivery-Only Service,4.99,1.94,0.77,1.28,NA,2.03
2014,RI,Delivery-Only Service,7.89,5.61,4.41,7.10,NA,5.50
2014,VA,Delivery-Only Service,0.00,0.79,0.53,0.00,NA,0.74
2014,WA,Delivery-Only Service,0.00,0.00,0.45,0.00,NA,0.45
2014,US,Delivery-Only Service,6.11,4.26,1.58,3.12,NA,3.72
2013,AK,Total Electric Industry,18.12,15.58,15.83,0.00,NA,16.49
2013,AL,Total Electric Industry,11.26,10.51,5.95,0.00,NA,9.02
2013,AR,Total Electric Industry,9.59,8.05,6.04,11.58,NA,7.93
2013,AZ,Total Electric Industry,11.71,9.85,6.66,0.00,NA,10.14
2013,CA,Total Electric Industry,16.23,14.20,11.44,8.54,NA,14.30
2013,CO,Total Electric Industry,11.93,9.86,7.34,10.55,NA,9.88
2013,CT,Total Electric Industry,17.55,14.63,12.61,10.31,NA,15.66
2013,DC,Total Electric Industry,12.57,11.94,5.54,9.52,NA,11.85
2013,DE,Total Electric Industry,12.95,10.20,8.43,0.00,NA,10.90
2013,FL,Total Electric Industry,11.27,9.39,7.61,8.69,NA,10.22
2013,GA,Total Electric Industry,11.46,9.99,6.27,8.03,NA,9.69
2013,HI,Total Electric Industry,36.98,34.05,29.87,0.00,NA,33.26
2013,IA,Total Electric Industry,11.04,8.44,5.62,0.00,NA,8.07
2013,ID,Total Electric Industry,9.32,7.37,6.09,0.00,NA,7.57
2013,IL,Total Electric Industry,10.63,8.14,5.94,5.34,NA,8.26
2013,IN,Total Electric Industry,10.99,9.60,6.70,9.87,NA,8.73
2013,KS,Total Electric Industry,11.64,9.68,7.39,0.00,NA,9.72
2013,KY,Total Electric Industry,9.79,8.56,5.66,0.00,NA,7.69
2013,LA,Total Electric Industry,9.43,8.96,5.92,9.45,NA,8.04
2013,MA,Total Electric Industry,15.83,14.23,13.18,13.06,NA,14.51
2013,MD,Total Electric Industry,13.25,10.68,8.36,8.47,NA,11.66
2013,ME,Total Electric Industry,14.35,11.74,8.34,0.00,NA,11.86
2013,MI,Total Electric Industry,14.59,11.06,7.72,8.77,NA,11.21
2013,MN,Total Electric Industry,11.81,9.42,6.98,9.79,NA,9.41
2013,MO,Total Electric Industry,10.60,8.80,6.29,7.81,NA,9.04
2013,MS,Total Electric Industry,10.78,10.10,6.34,0.00,NA,9.11
2013,MT,Total Electric Industry,10.33,9.54,5.43,0.00,NA,8.58
2013,NC,Total Electric Industry,10.97,8.76,6.45,7.94,NA,9.24
2013,ND,Total Electric Industry,9.12,8.39,7.13,0.00,NA,8.20
2013,NE,Total Electric Industry,10.31,8.60,7.44,0.00,NA,8.74
2013,NH,Total Electric Industry,16.33,13.52,11.40,0.00,NA,14.30
2013,NJ,Total Electric Industry,15.73,12.77,10.80,10.60,NA,13.70
2013,NM,Total Electric Industry,11.68,9.74,6.36,0.00,NA,9.25
2013,NV,Total Electric Industry,11.89,9.01,6.52,8.47,NA,9.03
2013,NY,Total Electric Industry,18.79,15.35,6.58,13.65,NA,15.44
2013,OH,Total Electric Industry,12.01,9.35,6.22,6.62,NA,9.20
2013,OK,Total Electric Industry,9.67,7.77,5.49,0.00,NA,7.86
2013,OR,Total Electric Industry,9.90,8.68,5.80,8.88,NA,8.44
2013,PA,Total Electric Industry,12.79,9.25,6.97,7.81,NA,9.81
2013,RI,Total Electric Industry,15.20,12.92,11.82,13.03,NA,13.72
2013,SC,Total Electric Industry,11.99,9.88,6.01,0.00,NA,9.24
2013,SD,Total Electric Industry,10.26,8.51,6.97,0.00,NA,8.86
2013,TN,Total Electric Industry,9.98,10.00,6.29,11.68,NA,9.13
2013,TX,Total Electric Industry,11.35,8.02,5.81,10.19,NA,8.66
2013,UT,Total Electric Industry,10.37,8.32,5.87,10.68,NA,8.15
2013,VA,Total Electric Industry,10.84,8.00,6.63,8.17,NA,8.96
2013,VT,Total Electric Industry,17.14,14.66,10.84,0.00,NA,14.61
2013,WA,Total Electric Industry,8.70,7.78,4.23,8.04,NA,7.09
2013,WI,Total Electric Industry,13.55,10.75,7.40,0.00,NA,10.51
2013,WV,Total Electric Industry,9.52,8.17,6.20,8.68,NA,7.91
2013,WY,Total Electric Industry,10.16,8.57,6.42,0.00,NA,7.55
2013,US,Total Electric Industry,12.13,10.26,6.89,10.55,NA,10.07
2013,AK,Full-Service Providers,18.12,15.58,15.83,0.00,NA,16.49
2013,AL,Full-Service Providers,11.26,10.51,5.95,0.00,NA,9.02
